Year,UC,Field,Major,Enrolls,CC
2015-16,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,EL CAMINO COLLEGE
2015-16,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,7,EL CAMINO COLLEGE
2015-16,UCB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,EL CAMINO COLLEGE
2015-16,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,EL CAMINO COLLEGE
2015-16,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,EL CAMINO COLLEGE
2015-16,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2015-16,UCSD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2015-16,UCLA,ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,EL CAMINO COLLEGE
2015-16,UCI,ENGINEERING,Mechanical Engineering,4,EL CAMINO COLLEGE
2015-16,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,EL CAMINO COLLEGE
2015-16,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,EL CAMINO COLLEGE
2015-16,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",3,EL CAMINO COLLEGE
2015-16,UCSC,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,EL CAMINO COLLEGE
2015-16,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,EL CAMINO COLLEGE
2015-16,UCB,HISTORY,History,3,EL CAMINO COLLEGE
2015-16,UCLA,HISTORY,History,5,EL CAMINO COLLEGE
2015-16,UCLA,MATHEMATICS AND STATISTICS,Applied Mathematics,4,EL CAMINO COLLEGE
2015-16,UCLA,MATHEMATICS AND STATISTICS,Mathematics,6,EL CAMINO COLLEGE
2015-16,UCLA,MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,EL CAMINO COLLEGE
2015-16,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,EL CAMINO COLLEGE
2015-16,UCD,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,EL CAMINO COLLEGE
2015-16,UCI,PSYCHOLOGY,"Psychology, General",6,EL CAMINO COLLEGE
2015-16,UCLA,PSYCHOLOGY,"Psychology, General",16,EL CAMINO COLLEGE
2015-16,UCSD,PSYCHOLOGY,"Psychology, General",4,EL CAMINO COLLEGE
2015-16,UCI,PSYCHOLOGY,Research and Experimental Psychology,10,EL CAMINO COLLEGE
2015-16,UCLA,SOCIAL SCIENCES,Anthropology,8,EL CAMINO COLLEGE
2015-16,UCSB,SOCIAL SCIENCES,Economics,8,EL CAMINO COLLEGE
2015-16,UCSD,SOCIAL SCIENCES,Economics,12,EL CAMINO COLLEGE
2015-16,UCLA,SOCIAL SCIENCES,Political Science and Government,5,EL CAMINO COLLEGE
2015-16,UCI,SOCIAL SCIENCES,Sociology,5,EL CAMINO COLLEGE
2015-16,UCLA,SOCIAL SCIENCES,Sociology,13,EL CAMINO COLLEGE
2015-16,UCR,SOCIAL SCIENCES,Sociology,4,EL CAMINO COLLEGE
2015-16,UCI,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,EL CAMINO COLLEGE
2015-16,UCB,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,EL CAMINO COLLEGE
2016-17,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",Area Studies,6,EL CAMINO COLLEGE
2016-17,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",6,EL CAMINO COLLEGE
2016-17,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,EL CAMINO COLLEGE
2016-17,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,EL CAMINO COLLEGE
2016-17,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,EL CAMINO COLLEGE
2016-17,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,EL CAMINO COLLEGE
2016-17,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,7,EL CAMINO COLLEGE
2016-17,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,EL CAMINO COLLEGE
2016-17,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,6,EL CAMINO COLLEGE
2016-17,UCLA,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2016-17,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,EL CAMINO COLLEGE
2016-17,UCI,ENGINEERING,Computer Engineering,4,EL CAMINO COLLEGE
2016-17,UCB,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,EL CAMINO COLLEGE
2016-17,UCLA,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,EL CAMINO COLLEGE
2016-17,UCI,ENGINEERING,Mechanical Engineering,4,EL CAMINO COLLEGE
2016-17,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,EL CAMINO COLLEGE
2016-17,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",4,EL CAMINO COLLEGE
2016-17,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",8,EL CAMINO COLLEGE
2016-17,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,EL CAMINO COLLEGE
2016-17,UCLA,HISTORY,History,10,EL CAMINO COLLEGE
2016-17,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,EL CAMINO COLLEGE
2016-17,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,EL CAMINO COLLEGE
2016-17,UCSD,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",4,EL CAMINO COLLEGE
2016-17,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,EL CAMINO COLLEGE
2016-17,UCSB,PHYSICAL SCIENCES,Chemistry,3,EL CAMINO COLLEGE
2016-17,UCI,PSYCHOLOGY,"Psychology, General",8,EL CAMINO COLLEGE
2016-17,UCLA,PSYCHOLOGY,"Psychology, General",12,EL CAMINO COLLEGE
2016-17,UCI,PSYCHOLOGY,Research and Experimental Psychology,13,EL CAMINO COLLEGE
2016-17,UCSB,PSYCHOLOGY,Research and Experimental Psychology,13,EL CAMINO COLLEGE
2016-17,UCI,SOCIAL SCIENCES,Anthropology,4,EL CAMINO COLLEGE
2016-17,UCLA,SOCIAL SCIENCES,Anthropology,5,EL CAMINO COLLEGE
2016-17,UCI,SOCIAL SCIENCES,Criminology,6,EL CAMINO COLLEGE
2016-17,UCB,SOCIAL SCIENCES,Economics,6,EL CAMINO COLLEGE
2016-17,UCD,SOCIAL SCIENCES,Economics,5,EL CAMINO COLLEGE
2016-17,UCSB,SOCIAL SCIENCES,Economics,13,EL CAMINO COLLEGE
2016-17,UCSD,SOCIAL SCIENCES,Economics,6,EL CAMINO COLLEGE
2016-17,UCB,SOCIAL SCIENCES,Political Science and Government,3,EL CAMINO COLLEGE
2016-17,UCLA,SOCIAL SCIENCES,Political Science and Government,3,EL CAMINO COLLEGE
2016-17,UCSC,SOCIAL SCIENCES,Political Science and Government,4,EL CAMINO COLLEGE
2016-17,UCB,SOCIAL SCIENCES,Sociology,4,EL CAMINO COLLEGE
2016-17,UCI,SOCIAL SCIENCES,Sociology,6,EL CAMINO COLLEGE
2016-17,UCLA,SOCIAL SCIENCES,Sociology,14,EL CAMINO COLLEGE
2016-17,UCR,SOCIAL SCIENCES,Sociology,6,EL CAMINO COLLEGE
2017-18,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",7,EL CAMINO COLLEGE
2017-18,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,EL CAMINO COLLEGE
2017-18,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,EL CAMINO COLLEGE
2017-18,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,EL CAMINO COLLEGE
2017-18,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,EL CAMINO COLLEGE
2017-18,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,EL CAMINO COLLEGE
2017-18,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,11,EL CAMINO COLLEGE
2017-18,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,EL CAMINO COLLEGE
2017-18,UCB,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2017-18,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,6,EL CAMINO COLLEGE
2017-18,UCI,ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,EL CAMINO COLLEGE
2017-18,UCI,ENGINEERING,Mechanical Engineering,3,EL CAMINO COLLEGE
2017-18,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,EL CAMINO COLLEGE
2017-18,UCB,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",4,EL CAMINO COLLEGE
2017-18,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,EL CAMINO COLLEGE
2017-18,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,EL CAMINO COLLEGE
2017-18,UCLA,HISTORY,History,7,EL CAMINO COLLEGE
2017-18,UCSD,MATHEMATICS AND STATISTICS,Mathematics,4,EL CAMINO COLLEGE
2017-18,UCSD,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,EL CAMINO COLLEGE
2017-18,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",5,EL CAMINO COLLEGE
2017-18,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,EL CAMINO COLLEGE
2017-18,UCSD,PHYSICAL SCIENCES,Chemistry,5,EL CAMINO COLLEGE
2017-18,UCI,PSYCHOLOGY,"Psychology, General",4,EL CAMINO COLLEGE
2017-18,UCLA,PSYCHOLOGY,"Psychology, General",18,EL CAMINO COLLEGE
2017-18,UCR,PSYCHOLOGY,"Psychology, General",3,EL CAMINO COLLEGE
2017-18,UCSD,PSYCHOLOGY,"Psychology, General",3,EL CAMINO COLLEGE
2017-18,UCI,PSYCHOLOGY,Research and Experimental Psychology,7,EL CAMINO COLLEGE
2017-18,UCSB,PSYCHOLOGY,Research and Experimental Psychology,5,EL CAMINO COLLEGE
2017-18,UCI,SOCIAL SCIENCES,Anthropology,4,EL CAMINO COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Anthropology,10,EL CAMINO COLLEGE
2017-18,UCI,SOCIAL SCIENCES,Criminology,5,EL CAMINO COLLEGE
2017-18,UCB,SOCIAL SCIENCES,Economics,5,EL CAMINO COLLEGE
2017-18,UCD,SOCIAL SCIENCES,Economics,6,EL CAMINO COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Economics,5,EL CAMINO COLLEGE
2017-18,UCSB,SOCIAL SCIENCES,Economics,9,EL CAMINO COLLEGE
2017-18,UCSD,SOCIAL SCIENCES,Economics,5,EL CAMINO COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Geography and Cartography,5,EL CAMINO COLLEGE
2017-18,UCB,SOCIAL SCIENCES,Political Science and Government,7,EL CAMINO COLLEGE
2017-18,UCI,SOCIAL SCIENCES,Political Science and Government,5,EL CAMINO COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Political Science and Government,11,EL CAMINO COLLEGE
2017-18,UCD,SOCIAL SCIENCES,Sociology,3,EL CAMINO COLLEGE
2017-18,UCI,SOCIAL SCIENCES,Sociology,3,EL CAMINO COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Sociology,15,EL CAMINO COLLEGE
2017-18,UCR,SOCIAL SCIENCES,Sociology,5,EL CAMINO COLLEGE
2017-18,UCSB,SOCIAL SCIENCES,Sociology,9,EL CAMINO COLLEGE
2017-18,UCSC,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,EL CAMINO COLLEGE
2017-18,UCLA,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,EL CAMINO COLLEGE
2018-19,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",5,EL CAMINO COLLEGE
2018-19,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,EL CAMINO COLLEGE
2018-19,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,EL CAMINO COLLEGE
2018-19,UCSC,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,EL CAMINO COLLEGE
2018-19,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,EL CAMINO COLLEGE
2018-19,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,EL CAMINO COLLEGE
2018-19,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,EL CAMINO COLLEGE
2018-19,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,7,EL CAMINO COLLEGE
2018-19,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,EL CAMINO COLLEGE
2018-19,UCB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,EL CAMINO COLLEGE
2018-19,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,9,EL CAMINO COLLEGE
2018-19,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,6,EL CAMINO COLLEGE
2018-19,UCLA,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2018-19,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2018-19,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2018-19,UCSD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,EL CAMINO COLLEGE
2018-19,UCI,ENGINEERING,"Aerospace, Aeronautical, and Astronautical/Space Engineering",3,EL CAMINO COLLEGE
2018-19,UCSD,ENGINEERING,"Aerospace, Aeronautical, and Astronautical/Space Engineering",3,EL CAMINO COLLEGE
2018-19,UCB,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,EL CAMINO COLLEGE
2018-19,UCSD,ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,EL CAMINO COLLEGE
2018-19,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,EL CAMINO COLLEGE
2018-19,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,EL CAMINO COLLEGE
2018-19,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,EL CAMINO COLLEGE
2018-19,UCSC,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,EL CAMINO COLLEGE
2018-19,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,EL CAMINO COLLEGE
2018-19,UCLA,HISTORY,History,10,EL CAMINO COLLEGE
2018-19,UCLA,MATHEMATICS AND STATISTICS,Applied Mathematics,3,EL CAMINO COLLEGE
2018-19,UCLA,MATHEMATICS AND STATISTICS,Mathematics,6,EL CAMINO COLLEGE
2018-19,UCSC,MATHEMATICS AND STATISTICS,Mathematics,3,EL CAMINO COLLEGE
2018-19,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",5,EL CAMINO COLLEGE
2018-19,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,EL CAMINO COLLEGE
2018-19,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,6,EL CAMINO COLLEGE
2018-19,UCI,PHYSICAL SCIENCES,Physics,3,EL CAMINO COLLEGE
2018-19,UCI,PSYCHOLOGY,"Psychology, General",5,EL CAMINO COLLEGE
2018-19,UCLA,PSYCHOLOGY,"Psychology, General",6,EL CAMINO COLLEGE
2018-19,UCI,PSYCHOLOGY,Research and Experimental Psychology,13,EL CAMINO COLLEGE
2018-19,UCR,PSYCHOLOGY,Research and Experimental Psychology,6,EL CAMINO COLLEGE
2018-19,UCSB,PSYCHOLOGY,Research and Experimental Psychology,6,EL CAMINO COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Anthropology,5,EL CAMINO COLLEGE
2018-19,UCI,SOCIAL SCIENCES,Criminology,4,EL CAMINO COLLEGE
2018-19,UCB,SOCIAL SCIENCES,Economics,3,EL CAMINO COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Economics,7,EL CAMINO COLLEGE
2018-19,UCR,SOCIAL SCIENCES,Economics,3,EL CAMINO COLLEGE
2018-19,UCSB,SOCIAL SCIENCES,Economics,10,EL CAMINO COLLEGE
2018-19,UCSD,SOCIAL SCIENCES,Economics,6,EL CAMINO COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Geography and Cartography,3,EL CAMINO COLLEGE
2018-19,UCB,SOCIAL SCIENCES,Political Science and Government,4,EL CAMINO COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Political Science and Government,5,EL CAMINO COLLEGE
2018-19,UCSD,SOCIAL SCIENCES,Political Science and Government,5,EL CAMINO COLLEGE
2018-19,UCI,SOCIAL SCIENCES,Sociology,5,EL CAMINO COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Sociology,16,EL CAMINO COLLEGE
2018-19,UCR,SOCIAL SCIENCES,Sociology,3,EL CAMINO COLLEGE
2018-19,UCSB,SOCIAL SCIENCES,Sociology,4,EL CAMINO COLLEGE
2018-19,UCSC,SOCIAL SCIENCES,Sociology,3,EL CAMINO COLLEGE
2018-19,UCR,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,EL CAMINO COLLEGE
2019-20,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",6,EL CAMINO COLLEGE
2019-20,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,EL CAMINO COLLEGE
2019-20,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,EL CAMINO COLLEGE
2019-20,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,EL CAMINO COLLEGE
2019-20,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",7,EL CAMINO COLLEGE
2019-20,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,EL CAMINO COLLEGE
2019-20,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,6,EL CAMINO COLLEGE
2019-20,UCB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,EL CAMINO COLLEGE
2019-20,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,EL CAMINO COLLEGE
2019-20,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,9,EL CAMINO COLLEGE
2019-20,UCLA,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2019-20,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,EL CAMINO COLLEGE
2019-20,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2019-20,UCLA,ENGINEERING,Computer Engineering,5,EL CAMINO COLLEGE
2019-20,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,EL CAMINO COLLEGE
2019-20,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",7,EL CAMINO COLLEGE
2019-20,UCSC,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,EL CAMINO COLLEGE
2019-20,UCLA,HISTORY,History,8,EL CAMINO COLLEGE
2019-20,UCB,MATHEMATICS AND STATISTICS,Applied Mathematics,6,EL CAMINO COLLEGE
2019-20,UCLA,MATHEMATICS AND STATISTICS,Applied Mathematics,4,EL CAMINO COLLEGE
2019-20,UCSD,MATHEMATICS AND STATISTICS,Mathematics,4,EL CAMINO COLLEGE
2019-20,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,EL CAMINO COLLEGE
2019-20,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,6,EL CAMINO COLLEGE
2019-20,UCSD,PHYSICAL SCIENCES,Chemistry,3,EL CAMINO COLLEGE
2019-20,UCSC,PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,3,EL CAMINO COLLEGE
2019-20,UCB,PHYSICAL SCIENCES,Physics,4,EL CAMINO COLLEGE
2019-20,UCLA,PHYSICAL SCIENCES,Physics,3,EL CAMINO COLLEGE
2019-20,UCI,PSYCHOLOGY,"Psychology, General",5,EL CAMINO COLLEGE
2019-20,UCLA,PSYCHOLOGY,"Psychology, General",20,EL CAMINO COLLEGE
2019-20,UCSD,PSYCHOLOGY,"Psychology, General",5,EL CAMINO COLLEGE
2019-20,UCI,PSYCHOLOGY,Research and Experimental Psychology,10,EL CAMINO COLLEGE
2019-20,UCR,PSYCHOLOGY,Research and Experimental Psychology,5,EL CAMINO COLLEGE
2019-20,UCSB,PSYCHOLOGY,Research and Experimental Psychology,6,EL CAMINO COLLEGE
2019-20,UCB,SOCIAL SCIENCES,Anthropology,3,EL CAMINO COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Anthropology,7,EL CAMINO COLLEGE
2019-20,UCSB,SOCIAL SCIENCES,Anthropology,3,EL CAMINO COLLEGE
2019-20,UCI,SOCIAL SCIENCES,Criminology,7,EL CAMINO COLLEGE
2019-20,UCSB,SOCIAL SCIENCES,Economics,16,EL CAMINO COLLEGE
2019-20,UCSD,SOCIAL SCIENCES,Economics,8,EL CAMINO COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Geography and Cartography,3,EL CAMINO COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Political Science and Government,11,EL CAMINO COLLEGE
2019-20,UCSD,SOCIAL SCIENCES,Political Science and Government,5,EL CAMINO COLLEGE
2019-20,UCB,SOCIAL SCIENCES,Sociology,4,EL CAMINO COLLEGE
2019-20,UCD,SOCIAL SCIENCES,Sociology,6,EL CAMINO COLLEGE
2019-20,UCI,SOCIAL SCIENCES,Sociology,6,EL CAMINO COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Sociology,12,EL CAMINO COLLEGE
2019-20,UCR,SOCIAL SCIENCES,Sociology,4,EL CAMINO COLLEGE
2019-20,UCSB,SOCIAL SCIENCES,Sociology,5,EL CAMINO COLLEGE
2019-20,UCSD,SOCIAL SCIENCES,Sociology,5,EL CAMINO COLLEGE
2019-20,UCSB,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,EL CAMINO COLLEGE
2020-21,UCD,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,4,EL CAMINO COLLEGE
2020-21,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,EL CAMINO COLLEGE
2020-21,UCR,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,EL CAMINO COLLEGE
2020-21,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,EL CAMINO COLLEGE
2020-21,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,EL CAMINO COLLEGE
2020-21,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,EL CAMINO COLLEGE
2020-21,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,EL CAMINO COLLEGE
2020-21,UCSC,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,EL CAMINO COLLEGE
2020-21,UCLA,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,EL CAMINO COLLEGE
2020-21,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,10,EL CAMINO COLLEGE
2020-21,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2020-21,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,EL CAMINO COLLEGE
2020-21,UCSD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,EL CAMINO COLLEGE
2020-21,UCLA,ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,EL CAMINO COLLEGE
2020-21,UCSD,ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,EL CAMINO COLLEGE
2020-21,UCB,ENGINEERING,Mechanical Engineering,3,EL CAMINO COLLEGE
2020-21,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,EL CAMINO COLLEGE
2020-21,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,EL CAMINO COLLEGE
2020-21,UCLA,HISTORY,History,7,EL CAMINO COLLEGE
2020-21,UCR,HISTORY,History,3,EL CAMINO COLLEGE
2020-21,UCB,MATHEMATICS AND STATISTICS,Applied Mathematics,3,EL CAMINO COLLEGE
